Получение названий всех продуктов и соответствующих им торговых марок:
[product_name, brand_name]
('Harrell', 'Tamela', 1)
('Reeves', 'Joi', 1)
('Lindsey', 'Latricia', 1)
('Reed', 'Scarlet', 1)
('Juarez', 'Genevieve', 1)
('Holmes', 'Danilo', 1)
('Pena', 'Ashlee', 1)
('Dixon', 'Vallie', 1)
('Garrett', 'Annett', 1)
('Hays', 'Latasha', 3)
('Gross', 'Sebrina', 1)
('Greer', 'Lamar', 1)
('Sims', 'Agnes', 1)
('Pickett', 'George', 1)
('Hutchinson', 'Cristobal', 1)
('Mosley', 'Klara', 1)
('Travis', 'Latashia', 1)
('Marquez', 'Aileen', 1)
('Burns', 'Regina', 1)
('Alvarado', 'Sandee', 1)
('Perry', 'Angelika', 1)
('Holt', 'Julius', 1)
('Koch', 'Inga', 1)
('Lindsay', 'Marcel', 1)
('Palmer', 'Ana', 1)
('George', 'Rosanne', 1)
('Sharp', 'Brigid', 1)
('Shepard', 'Aleta', 3)
('Fields', 'Genny', 1)
('Barber', 'Kate', 1)
('Barry', 'Alanna', 1)
('Newton', 'Justin', 1)
('Reyes', 'Rozanne', 1)
('Castro', 'Jasper', 1)
('Burks', 'Debra', 3)
('Prince', 'Parker', 2)
('Guerra', 'Lanelle', 1)
('Gilbert', 'Buford', 1)
('Jenkins', 'Caroline', 1)
('Madden', 'Divina', 1)
('Lambert', 'Trista', 1)
('Dejesus', 'Walton', 1)
('Decker', 'Minerva', 1)
('Gardner', 'Tad', 1)
('Lawrence', 'Agustina', 1)
('Barnett', 'Jacalyn', 1)
('Casey', 'Takako', 2)
('Kirkland', 'Jayne', 3)
('Lloyd', 'Angelina', 1)
('Williamson', 'Cami', 1)
('Wade', 'Yolando', 1)
('Blake', 'Adena', 1)
('Potter', 'Stefany', 1)
('Mckee', 'Sarai', 2)
('Clark', 'Katherin', 1)
('Figueroa', 'Olympia', 1)
('Moody', 'Julienne', 1)
('Wilder', 'Kam', 1)
('Barr', 'Leila', 1)
('Hardy', 'Carman', 1)
('Jenkins', 'Fannie', 1)
('Clark', 'Kim', 1)
('Lamb', 'Cathey', 1)
('Moses', 'Soledad', 1)
('Huff', 'Omega', 1)
('Swanson', 'Corene', 1)
('Salas', 'Rico', 1)
('Mcmahon', 'Lynn', 1)
('Knapp', 'Sheba', 1)
('Wilkins', 'Cesar', 1)
('Mckay', 'Hermila', 1)
('Peck', 'Elvera', 2)
('Decker', 'Rubin', 1)
('Wooten', 'Jennette', 1)
('Cross', 'Carissa', 1)
('Slater', 'Jeniffer', 1)
('Wyatt', 'Majorie', 1)
('Witt', 'Darren', 1)
('Haynes', 'Nestor', 1)
('Henderson', 'Tiana', 1)
('Larson', 'Cindi', 1)
('Hess', 'Bart', 1)
('Vega', 'Yuk', 1)
('Daniels', 'Tricia', 1)
('Huber', 'Tena', 1)
('Wynn', 'Joel', 1)
('Riddle', 'Trinity', 1)
('Eaton', 'Margene', 1)
('Hays', 'Larissa', 1)
('Dominguez', 'Melita', 1)
('Conway', 'Loyce', 1)
('Estes', 'Lucas', 1)
('Booker', 'Jeni', 2)
('Nichols', 'Cassandra', 1)
('Blanchard', 'Jamika', 1)
('Jacobson', 'Alyse', 1)
('Gaines', 'Edmund', 1)
('Holmes', 'Ashely', 1)
('Holmes', 'Vanda', 1)
('Velasquez', 'Tona', 1)
('Calderon', 'Brent', 1)
('Mcdowell', 'Leland', 1)
('Dyer', 'Cyndi', 1)
('Joyner', 'Lizzie', 2)
('Chapman', 'Casimira', 1)
('Bailey', 'Delma', 1)
('Bolton', 'Marni', 1)
('Craft', 'Laverne', 1)
('Ramirez', 'Hae', 1)
('Thornton', 'Dorine', 1)
('Clayton', 'Margaretta', 1)
('Parks', 'Ashanti', 2)
('Dorsey', 'Leonore', 1)
('Jenkins', 'Justina', 1)
('Johns', 'Myron', 1)
('Burgess', 'Martha', 1)
('Lloyd', 'Genoveva', 1)
('Larson', 'Matilda', 1)
('Delacruz', 'Faustino', 1)
('Blanchard', 'Sheree', 1)
('Bond', 'Kiesha', 1)
('Tyler', 'Luis', 1)
('Stephens', 'Caren', 3)
('Frost', 'Jeanice', 2)
('Bridges', 'Buford', 1)
('Harper', 'Patria', 1)
('Compton', 'Minnie', 1)
('Mcfadden', 'Chere', 1)
('Lynch', 'Eliz', 1)
('Mays', 'Olimpia', 1)
('Steele', 'Augustus', 1)
('Ayers', 'Kandace', 1)
('Shaffer', 'Devin', 1)
('Mcclain', 'Trinidad', 1)
('Madden', 'Vernia', 1)
('Vazquez', 'Kirstie', 1)
('Quinn', 'Ping', 1)
('Colon', 'Jackeline', 1)
('Dickson', 'Reita', 1)
('Kaufman', 'Doris', 1)
('Anderson', 'Nubia', 1)
('Reeves', 'Shiloh', 1)
('Warren', 'Gabriela', 1)
('Acosta', 'Shery', 1)
('Whitaker', 'Brenton', 1)
('Deleon', 'Vivian', 1)
("O'neill", 'Lolita', 1)
('Daniel', 'Tiesha', 2)
('Lyons', 'Tenisha', 2)
('Burch', 'Jesus', 1)
('Blanchard', 'Kaley', 1)
('Kinney', 'Rosa', 1)
('Robinson', 'Fairy', 1)
('Soto', 'Wai', 1)
('Cervantes', 'Dollie', 1)
('Green', 'Brittni', 1)
('Byers', 'Timothy', 1)
('Hewitt', 'Venus', 1)
('Davenport', 'Edith', 1)
('Kim', 'Danny', 1)
('Koch', 'Ciera', 1)
('Harvey', 'Hilda', 1)
('Hensley', 'Elenore', 1)
('Dunn', 'Lanie', 1)
('Gilliam', 'Delfina', 1)
('Blankenship', 'Douglass', 1)
('Shaw', 'Josh', 1)
('Berg', 'Tama', 1)
('Stevens', 'Margert', 1)
('Rodgers', 'Ophelia', 1)
('Randolph', 'Willis', 1)
('Gilbert', 'Verda', 1)
('Cooley', 'Ardelia', 1)
('Emerson', 'Leone', 1)
('Yates', 'Scarlet', 1)
('Greer', 'Josef', 1)
('Hardin', 'Trang', 1)
('Mooney', 'Clementine', 1)
('Noel', 'Olevia', 1)
('Miranda', 'Lloyd', 1)
('Peck', 'Alma', 1)
('Cochran', 'Pearlie', 1)
('Crosby', 'Jenell', 1)
('Conley', 'Allie', 1)
('Parsons', 'Deanne', 1)
('Myers', 'Romelia', 1)
('Ashley', 'Lidia', 1)
('Farley', 'Mellisa', 1)
('White', 'Shila', 1)
('Mercer', 'Sherise', 1)
('Hodges', 'Alejandrina', 1)
('Buckner', 'Arlena', 1)
('Brown', 'Jonna', 1)
('Sanchez', 'Emmitt', 3)
('Hunter', 'Alica', 2)
('Cobb', 'Letty', 1)
('Calderon', 'Shiela', 1)
('Jefferson', 'Giovanna', 1)
('Petty', 'Tisha', 1)
('Vinson', 'Arcelia', 1)
('Duncan', 'Loni', 1)
('Fowler', 'Phillis', 1)
('Browning', 'Marylyn', 1)
('Romero', 'Consuela', 1)
('Jones', 'Gabriella', 1)
('Edwards', 'Ginette', 1)
('Contreras', 'Eli', 1)
('Franco', 'Kellie', 1)
('Ratliff', 'Jeniffer', 1)
('Griffin', 'Mellisa', 1)
('Monroe', 'Bryce', 1)
('Vargas', 'Bronwyn', 1)
('Michael', 'Weldon', 1)
('Pope', 'Lekisha', 1)
('Barnes', 'Romana', 1)
('Rasmussen', 'Iola', 1)
('Casey', 'Emmett', 1)
('Vaughan', 'Regenia', 2)
('Maynard', 'Roseanne', 1)
('Carter', 'Shena', 1)
('Byers', 'Ramiro', 1)
('Gilliam', 'Thad', 1)
('Summers', 'Marissa', 1)
('Hicks', 'Catrice', 1)
('Dawson', 'Jenine', 1)
('Pitts', 'Randee', 1)
('Little', 'Douglass', 1)
('Salazar', 'Amina', 1)
('Dejesus', 'Gilma', 1)
('Barber', 'Obdulia', 1)
('Noble', 'Kelsey', 1)
('Fisher', 'Tam', 1)
('Franks', 'Lonna', 1)
('Newman', 'Ling', 1)
('Austin', 'Selene', 1)
('England', 'Caleb', 1)
('Bradford', 'Christiane', 1)
('Barber', 'Joann', 1)
('Kramer', 'Birdie', 1)
('Schultz', 'Josie', 1)
('Herman', 'Andreas', 1)
('Foster', 'Bobbie', 3)
('Barrett', 'Edris', 1)
('Guerra', 'Diana', 2)
('Woodard', 'Julee', 1)
('Gallegos', 'Petronila', 1)
('Morton', 'Renato', 1)
 
 
Информация о полном имени и общем количестве заказов клиентов, которые больше одного раза сделали заказ:
[last_name, first_name, count_orders]
('Rhodes', 'Gertrud', 2)
('Carson', 'Tomasa', 2)
('Reynolds', 'Carley', 2)
('Larsen', 'Adelle', 2)
('Quinn', 'Tangela', 2)
('House', 'Luz', 2)
('Henry', 'Pamala', 2)
('Stein', 'Lizzette', 3)
('Mullins', 'Marvin', 2)
('Yang', 'Fran', 2)
('Pitts', 'Olevia', 2)
('Newman', 'Pamelia', 3)
('Noble', 'Guillermina', 2)
('Hess', 'Nova', 2)
('Booth', 'Cleotilde', 3)
('Ortiz', 'Lashawn', 3)
('Todd', 'Kasha', 3)
('Gamble', 'Abby', 2)
('Hardin', 'Georgetta', 3)
('Valencia', 'Santos', 2)
('Dorsey', 'Damien', 2)
('Whitehead', 'Armand', 2)
('Martin', 'Louanne', 2)
('Stanley', 'Latasha', 2)
('Johns', 'Onita', 2)
('Robbins', 'Laraine', 2)
('Kirkland', 'Jeanie', 2)
('Albert', 'Jamaal', 3)
('Fisher', 'Tameka', 3)
('Waller', 'Georgeann', 2)
('Woodward', 'Brittney', 2)
('Bernard', 'Jone', 2)
('Logan', 'Marjorie', 2)
('Aguirre', 'Janetta', 2)
('Roberson', 'Dorine', 2)
('Pope', 'Moses', 2)
('Sykes', 'Robby', 3)
('Vinson', 'Merlene', 3)
('Bullock', 'Titus', 2)
('Flynn', 'Sharla', 2)
('Deleon', 'Le', 2)
('Jackson', 'Cesar', 2)
('Bonner', 'Zina', 2)
('Rice', 'Charolette', 3)
('Strong', 'Mariana', 2)
('Osborn', 'Arvilla', 2)
('Sawyer', 'Corrina', 2)
('Holloway', 'Williemae', 3)
('Goff', 'Chi', 2)
('Duncan', 'Jacquline', 3)
('Mccall', 'Neil', 2)
('Vega', 'Kanesha', 2)
('Dillard', 'Thalia', 2)
('Reese', 'Theo', 2)
('Norris', 'Petronila', 2)
('Bridges', 'Keri', 3)
('Brady', 'Melia', 2)
('Armstrong', 'Bennett', 2)
('Mcdaniel', 'Bernita', 2)
('Hill', 'Robena', 2)
('Rodriquez', 'Carola', 2)
('Logan', 'Denis', 2)
('Wall', 'Corene', 3)
('Barber', 'Graciela', 2)
('Hopkins', 'Sharyn', 2)
('Hays', 'Caroll', 2)
('Mcgowan', 'Yan', 2)
('William', 'Dacia', 2)
('Butler', 'Ronna', 3)
('Carter', 'Mozelle', 3)
('Paul', 'Hedwig', 2)
('Hendricks', 'Syreeta', 2)
('Spence', 'Daryl', 3)
('Bean', 'Lyndsey', 3)
('Vargas', 'Lissa', 2)
('Rasmussen', 'Jenee', 2)
('Becker', 'Lorrie', 3)
('Browning', 'Zelma', 2)
('Collier', 'Carline', 2)
('Guerra', 'Bridgette', 3)
('Zimmerman', 'Ollie', 2)
('Ramirez', 'Tu', 2)
('Gonzales', 'Regine', 2)
('Hebert', 'Bong', 2)
('Kennedy', 'Katelin', 2)
('Mendoza', 'Deshawn', 3)
('Baldwin', 'Genoveva', 3)
('Fischer', 'Teofila', 2)
('Little', 'Tobie', 3)
('Burch', 'Jeromy', 2)
('Mosley', 'Lolita', 3)
('Delacruz', 'Joesph', 2)
('Melton', 'Tommie', 2)
('Freeman', 'Kathie', 2)
('Berg', 'Monika', 3)
('Garner', 'Saturnina', 3)
('Golden', 'Araceli', 3)
('Parks', 'Sarita', 2)
('Burke', 'Deloris', 3)
('English', 'Kaylee', 2)
('Kirk', 'Karla', 2)
('Cruz', 'Tena', 2)
('Jackson', 'Dorthey', 2)
('Hayes', 'Melanie', 2)
('Guzman', 'Felice', 2)
('Woods', 'Lucy', 2)
('Branch', 'Linnie', 3)
('Aguilar', 'Elinore', 3)
('Bates', 'Katharina', 2)
('Espinoza', 'Garry', 3)
('Sears', 'Monica', 2)
('Hays', 'Latasha', 3)
('Shepard', 'Aleta', 3)
('Burks', 'Debra', 3)
('Prince', 'Parker', 2)
('Casey', 'Takako', 2)
('Kirkland', 'Jayne', 3)
('Mckee', 'Sarai', 2)
('Peck', 'Elvera', 2)
('Booker', 'Jeni', 2)
('Joyner', 'Lizzie', 2)
('Parks', 'Ashanti', 2)
('Stephens', 'Caren', 3)
('Frost', 'Jeanice', 2)
('Daniel', 'Tiesha', 2)
('Lyons', 'Tenisha', 2)
('Sanchez', 'Emmitt', 3)
('Hunter', 'Alica', 2)
('Vaughan', 'Regenia', 2)
('Foster', 'Bobbie', 3)
('Guerra', 'Diana', 2)
 
 
